epoch_time,year,month,day,hour,minute,second,gps_week,gps_week_seconds,prn,c1_meters,s1_dBHz
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,19,21490324.677,-1136.658
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,2,24480472.941,-4208.678
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,3,20687910.911,-1009.454
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,6,21759579.41,2696.019
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,28,23188652.884,306.71
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,25,24120144.972,1589.875
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,4,22168187.352,2858.128
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,31,23993567.273,2258.222
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,9,24776566.336,3912.077
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,11,25180495.144,3809.159
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,17,21882869.239,-3102.412
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,12,23661538.932,203.165
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,19,21496864.586,-1154.58
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,2,24504506.752,-4211.429
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,3,20693718.949,-1025.639
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,6,21744222.306,2683.882
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,28,23186957.83,286.699
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,25,24111112.37,1574.379
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,4,22151907.904,2844.876
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,31,23980712.193,2245.13
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,9,24754238.042,3910.34
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,11,25158754.323,3807.506
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,17,21900620.175,-3116.644
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,12,23660431.669,184.484
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,19,21503511.448,-1173.707
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,2,24528561.282,-4215.29
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,3,20699624.452,-1043.081
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,6,21728939.893,2670.292
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,28,23185382.586,265.486
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,25,24102173.647,1557.338
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,4,22135709.747,2830.208
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,31,23967936.916,2230.732
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,9,24731923.51,3907.449
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,11,25137028.144,3804.255
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,17,21918457.067,-3131.99
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,12,23659436.305,164.498
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,19,21510264.968,-1193.848
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,2,24552636.011,-4220.327
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,3,20705626.896,-1061.43
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,6,21713732.929,2655.772
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,28,23183926.824,243.116
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,25,24093330.388,1539.315
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,4,22119593.967,2814.354
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,31,23955241.967,2215.13
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,9,24709623.201,3903.245
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,11,25115317.665,3800.01
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,17,21936379.662,-3148.281
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,12,23658553.009,143.406
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,19,21517125.268,-1210.585
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,2,24576729.822,-4221.749
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,3,20711727.387,-1076.526
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,6,21698601.445,2644.508
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,28,23182591.177,224.07
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,25,24084582.132,1524.584
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,4,22103561.12,2801.597
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,31,23942628.824,2202.797
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,9,24687339.646,3902.481
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,11,25093625.178,3799.042
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,17,21954386.716,-3161.225
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,12,23657783.084,125.724
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,19,21524092.047,-1230.418
