epoch_time,year,month,day,hour,minute,second,gps_week,gps_week_seconds,prn,c1_meters,s1_dBHz
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,28,21630426.316,-2007.128
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,21,22079926.108,-3559.68
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,2,21888433.358,-2799.179
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,25,25097992.115,-1059.513
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,26,23904545.449,2644.364
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,4,22213958.828,2382.913
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,3,21072718.541,2007.193
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,31,20861713.251,214.053
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,19,25488831.207,-563.32
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,32,24541726.9,-3154.43
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,1,24057401.335,2371.054
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,28,21641926.865,-2022.14
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,21,22100280.095,-3571.018
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,2,21904455.707,-2814.138
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,25,25104083.87,-1075.125
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,26,23889465.27,2638.828
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,4,22200375.986,2375.507
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,3,21061286.563,1997.461
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,31,20860541.974,196.379
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,19,25492091.223,-578.873
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,32,24559736.608,-3154.816
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,1,24043885.133,2364.302
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,28,21653513.472,-2037.074
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,21,22120697.914,-3582.12
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,2,21920563.369,-2828.928
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,25,25110265.014,-1090.317
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,26,23874415.745,2633.314
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,4,22186835.025,2368.179
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,3,21049910.565,1987.868
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,31,20859471.125,178.755
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,19,25495438.292,-594.125
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,32,24577748.11,-3155.202
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,1,24030408.13,2357.314
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,28,21665185.328,-2051.874
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,21,22141179.315,-3592.935
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,2,21936754.297,-2843.461
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,25,25116535.866,-1105.8
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,26,23859397.855,2627.764
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,4,22173336.583,2360.948
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,3,21038589.513,1978.395
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,31,20858500.855,161.188
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,19,25498874.382,-609.42
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,32,24595760.558,-3155.403
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,1,24016970.435,2350.393
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,28,21676940.98,-2066.598
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,21,22161721.244,-3603.847
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,2,21953029.489,-2858.061
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,25,25122893.12,-1121.018
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,26,23844413.352,2622.03
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,4,22159879.631,2353.562
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,3,21027323.396,1968.604
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,31,20857630.714,143.669
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,19,25502397.365,-624.556
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,32,24613776.696,-3155.77
2024-05-08 00:02:0.000000,2024,5,8,0,2,0.000000,2313,259320.0,1,24003571.48,2343.353
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,28,21688781.181,-2081.39
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,21,22182325.67,-3614.556
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,2,21969386.494,-2872.608
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,25,25129337.249,-1136.558
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,26,23829461.402,2616.056
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,4,22146464.842,2346.048
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,3,21016112.951,1958.738
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,31,20856861.508,126.006
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,19,25506007.209,-640.139
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,32,24631792.491,-3156.042
2024-05-08 00:02:30.000000,2024,5,8,0,2,30.000000,2313,259350.0,1,23990214.965,2336.166
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,28,21700704.757,-2096.102
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,21,22202990.253,-3625.216
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,2,21985825.519,-2886.98
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,25,25135870.137,-1152.112
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,26,23814543.819,2610.04
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,4,22133092.083,2338.644
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,3,21004958.819,1948.75
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,31,20856192.154,108.3
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,19,25509705.804,-655.443
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,32,24649810.173,-3156.357
2024-05-08 00:03:0.000000,2024,5,8,0,3,0.000000,2313,259380.0,1,23976898.575,2328.776
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,28,21712711.944,-2110.415
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,21,22223715.762,-3635.456
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,2,22002346.581,-2900.894
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,25,25142489.836,-1167.147
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,26,23799658.551,2604.198
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,4,22119761.321,2331.473
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,3,20993861.566,1939.063
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,31,20855623.873,90.93
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,19,25513490.432,-670.19
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,32,24667829.426,-3156.481
2024-05-08 00:03:30.000000,2024,5,8,0,3,30.000000,2313,259410.0,1,23963624.782,2321.669
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,28,21724801.507,-2124.946
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,21,22244499.976,-3645.824
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,2,22018947.926,-2915.037
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,25,25149197.355,-1182.301
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,26,23784810.287,2598.094
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,4,22106473.067,2323.953
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,3,20982821.152,1928.918
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,31,20855155.385,73.303
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,19,25517361.457,-685.762
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,32,24685850.423,-3156.559
2024-05-08 00:04:0.000000,2024,5,8,0,4,0.000000,2313,259440.0,1,23950390.818,2314.144
2024-05-08 00:04:30.000000,2024,5,8,0,4,30.000000,2313,259470.0,28,21736973.27,-2139.338
2024-05-08 00:04:30.000000,2024,5,8,0,4,30.000000,2313,259470.0,21,22265342.635,-3656.021
2024-05-08 00:04:30.000000,2024,5,8,0,4,30.000000,2313,259470.0,2,22035629.562,-2929.006
2024-05-08 00:04:30.000000,2024,5,8,0,4,30.000000,2313,259470.0,25,25155990.261,-1197.668
2024-05-08 00:04:30.000000,2024,5,8,0,4,30.000000,2313,259470.0,26,23769995.992,2591.888
2024-05-08 00:04:30.000000,2024,5,8,0,4,30.000000,2313,259470.0,4,22093227.265,2316.607
2024-05-08 00:04:30.000000,2024,5,8,0,4,30.000000,2313,259470.0,3,20971837.61,1918.947
